loan_word;purist_equivalent
ulceratie;zweer,zweeringe
ulcereren;zweeren
unanimiteyt;eenmoedigheydt
urbaan;deftigh
urbaniteyt;deftigheydt
urgeren;dringen
urinaal;Pis-glas
uspectie;verdenckinge
vacant;leedigh
vacantie;leedigheydt
vacatie;beesigheydt,ontleedigingh
vaceren;beleedigen,verleedigen,ontleedigen
vacillatie;waggelinge,wispelturigheydt
vacilleren;waggelen
vacuätie;leedigingh
vacuëren;leedigen
vagabond;landtlooper
vaillantise;kloeckheydt
valabel;waardigh
valeur;waardy
valideren;gelden
valise;male
valitude;gesontheydt
vallant;kloeck
valuätie;waardeeringe
vaniteyt;ydelheydt
vanteren;beroemen
vapeur;wasem,damp,domp
vaporeus;dompigh
vaqueren;beesigh zijn
variabel;veranderlijck,wisselbaar
variëren;veranderen
variëteyt;veranderingh
vassaal;Leenman,Smalheer
vaticineren;waarseggen
vehement;heevigh,heftigh
vehementie;heevigheyt
venaal;veyl
venaison;wildtbraadt,wiltgeback
venditie;verkoopinge
venerabel;eerwaardigh
veneratie;eeringe,eerbiedinge
vente;verkoop
ventileren;wannen,reeden-siften
verbaal;vertellingh,verhaal
verificatie;waar-makinge
verifiëren;verificeren,waar-maken
versië;oversettinge,omsettinge
versseren;verkeeren,oeffenen
vertueux;deughdigh,deughtsaam
vesper;avondt-stondt
vestige;spoor,voetstap
vesture;kleedingh
vexeren;quellen,plagen
vicaris;plaats-houder
vice;mangel,gebreck,ondeught
vicerooy;onder-Coningh
vicieux;ondeugende,gebreekigh
victoirie;overhand,overwinninghe,zeege
victorieux;zeege-rijck,overwinningh
victuailleren;voeden,spijsen
victualie;voedtsel,leeftoght
vigeur;sterckte,kraght
vigilant;wacker
vigilantie;wackerheydt
vigoreux;sterck,kraghtigh,fris
vijl;sleght,gering,onaghtbaar,onwaard
vilain;guytaghtigh,schandigh
vilenie;guyterye
vilipenderen;veraghten,versmaden
vilipendie;veraghtinge,kleynaghtinge
vindiceren;vry-maken,verlossen
violatie;schoffeeringh,schendinge
violent;geweldigh
violentie;gewelt,schoffeeringhe
violeren;schoffeeren,verkraghten,schenden
visie;sieninge
visier;doorsight
visioen;gesight
visitatie;besoeck
visiteren;besoecken
vitupereren;lasteren,veraghten
vivaciteyt;leevendigheydt
vnguent;Zalve
vnie;eenigheydt,vereenigingh
vniëren;vereenigen
vniverseel;algemeen
vniversiteyt;Land-school
vocaal;klinckerd
vocabel;woorden
vocabulaar;vertaal-boeck,woord-boeck
vocatie;beroep
voceren;roepen,beroepen
vogue;swier,swangh,voortoght
voix;stem
volumen;Boeck-deel
voluntaris;vrywillige
voluptueux;wellustigh,dartel
vomitoirie;spou-dranck
voraciteyt;gulsigheydt
voreren;opslocken,verslinden
vouëren;verloven
voyage;reyse
vsantie;gebruyck
vsufruct – lijftoght;vrugt-gebruyck,blading
vsure;woecker
vsurpatie;gebruyck,besit-neeminge,inneemingh
vsurperen;besit nemen,gebruycken,innemen
zelateur;yveraar
zele;yver-sught
zone;gordel
valey;dal
